system:index,count,hotspot,.geo
+18444+63393,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.665407150561805,40.09384847510855]}"
+18444+63400,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.665407150561805,40.09827569460781]}"
+18444+63467,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.665407150561805,40.14065050981492]}"
+18446+63375,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.666672070418732,40.082464196396195]}"
+18453+63453,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.671099289917985,40.13179607081642]}"
+18456+63492,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.672996669703377,40.15646200802653]}"
+18459+63487,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.67489404948877,40.15329970838421]}"
+18463+63392,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.677423889202627,40.09321601518009]}"
+18464+63460,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.678056349131092,40.13622329031567]}"
+18465+63463,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.678688809059556,40.13812067010106]}"
+18467+63467,2,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.679953728916486,40.14033427985069]}"
+18468+63476,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.68058618884495,40.1463426491711]}"
+18470+63476,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.68185110870188,40.1463426491711]}"
+18471+63469,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.682483568630342,40.14191542967185]}"
+18472+63508,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.683116028558807,40.166581366881964]}"
+18473+63512,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.683748488487272,40.16911120659582]}"
+18474+63511,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.684380948415736,40.168478746667354]}"
+18475+63466,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.6850134083442,40.14001804988646]}"
+18476+63474,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.685645868272665,40.145077729314174]}"
+18476+63476,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.685645868272665,40.1463426491711]}"
+18477+63450,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.68627832820113,40.12989869103102]}"
+18477+63469,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.68627832820113,40.14191542967185]}"
+18478+63477,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.686910788129595,40.146975109099564]}"
+18478+63510,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.686910788129595,40.16784628673889]}"
+18481+63474,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.688808167914987,40.145077729314174]}"
+18482+63473,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.689440627843451,40.144445269385706]}"
+18484+63472,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.69070554770038,40.143812809457245]}"
+18490+63458,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.694500307271166,40.13495837045874]}"
+18509+63440,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.70651704591199,40.123574091746384]}"
+18522+63416,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.714739024982029,40.108395053463234]}"
+18524+63443,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.716003944838956,40.125471471531775]}"
+18547+63288,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.730550523193639,40.02744018261979]}"
+18556+63437,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.736242662549818,40.12167671196099]}"
+18563+63258,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.740669882049069,40.00846638476586]}"
+18564+63261,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.741302341977534,40.01036376455125]}"
+18565+63444,2,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.741934801905998,40.12578770149601]}"
+18566+63262,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.742567261834463,40.01099622447972]}"
+18566+63447,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.742567261834463,40.12800131124563]}"
+18567+63264,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.743199721762927,40.01226114433665]}"
+18573+63265,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.746994481333713,40.01289360426511]}"
+18574+63256,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.747626941262178,40.00720146490893]}"
+18576+63453,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.748891861119105,40.13179607081642]}"
+18587+63259,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.755848920332214,40.00909884469432]}"
+18588+63503,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.756481380260679,40.16341906723964]}"
+18591+63420,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.758378760046073,40.11092489317709]}"
+18594+63319,2,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.759959909867232,40.04704644040219]}"
+18597+63317,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.762173519616859,40.04578152054526]}"
+18606+63253,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.767865658973038,40.005304085123534]}"
+18615+63294,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.773557798329218,40.03123494219058]}"
+18616+63348,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.774190258257683,40.065387778327654]}"
+18618+63297,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.775455178114612,40.03313232197597]}"
+18618+63348,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.775455178114612,40.065387778327654]}"
+18619+63349,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.776087638043077,40.06602023825612]}"
+18621+63299,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.777352557900004,40.0343972418329]}"
+18622+63297,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.777985017828469,40.03313232197597]}"
+18622+63301,2,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.777668787864236,40.03566216168983]}"
+18622+63336,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.777985017828469,40.057798259186086]}"
+18622+63342,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.777985017828469,40.06159301875687]}"
+18623+63343,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.778617477756933,40.062225478685335]}"
+18625+63545,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.779882397613862,40.189982384235144]}"
+18628+63309,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.781779777399256,40.040721841117545]}"
+18628+63543,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.781779777399256,40.188717464378215]}"
+18629+63307,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.78241223732772,40.039456921260616]}"
+18630+63309,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.783044697256184,40.040721841117545]}"
+18632+63314,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.784309617113113,40.043884140759864]}"
+18642+63488,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.790634216397757,40.15393216831267]}"
+18650+63268,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.795693895825472,40.01479098405051]}"
+18651+63267,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.796326355753937,40.01415852412204]}"
+18651+63293,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.796326355753937,40.03060248226211]}"
+18652+63265,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.796958815682402,40.01289360426511]}"
+18652+63288,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.796958815682402,40.02744018261979]}"
+18654+63264,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.798223735539331,40.01226114433665]}"
+18655+63288,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.798856195467794,40.02744018261979]}"
+18659+63513,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.801386035181652,40.16974366652428]}"
+18661+63274,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.802650955038581,40.01858574362129]}"
+18661+63515,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.802650955038581,40.17100858638121]}"
+18664+63287,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.804548334823973,40.02680772269132]}"
+18664+63568,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.804548334823973,40.204528962589826]}"
+18665+63566,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.805180794752438,40.2032640427329]}"
+18667+63565,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.806445714609367,40.202631582804436]}"
+18668+63291,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.807078174537832,40.02933756240518]}"
+18668+63480,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.807078174537832,40.148872488884955]}"
+18672+63294,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.80960801425169,40.03123494219058]}"
+18675+63523,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.811505394037082,40.17606826580893]}"
+18678+63532,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.813402773822476,40.18176040516511]}"
+18680+63522,2,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.814351463715173,40.17543580588046]}"
+18683+63534,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.816565073464798,40.18302532502204]}"
+18684+63519,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.817197533393262,40.17353842609507]}"
+18696+63332,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.824787052534836,40.05526841947223]}"
+18697+63346,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.8254195124633,40.064122858470725]}"
+18698+63317,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.826051972391765,40.04578152054526]}"
+18698+63530,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.826051972391765,40.18049548530818]}"
+18701+63315,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.827949352177157,40.04451660068833]}"
+18701+63565,2,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.827949352177157,40.2023153528402]}"
+18701+63567,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.827949352177157,40.20389650266136]}"
+18701+63656,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.827949352177157,40.26018543629469]}"
+18702+63566,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.828581812105622,40.2032640427329]}"
+18704+63318,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.82984673196255,40.04641398047372]}"
+18704+63560,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.82984673196255,40.19946928316211]}"
+18709+63681,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.833009031604872,40.2759969345063]}"
+18710+63679,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.833641491533337,40.27473201464937]}"
+18712+63586,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.834906411390266,40.21591324130218]}"
+18715+63587,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.83680379117566,40.21654570123065]}"
+18715+63692,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.83680379117566,40.28295399371941]}"
+18719+63531,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.839333630889517,40.181127945236646]}"
+18719+63583,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.839333630889517,40.21401586151679]}"
+18720+63490,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.839966090817981,40.1551970881696]}"
+18721+63488,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.840598550746446,40.15393216831267]}"
+18723+63520,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.841863470603375,40.17417088602353]}"
+18724+63488,5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.842622422517532,40.153046724412825]}"
+18726+63481,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.843760850388767,40.14950494881342]}"
+18727+63552,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.844393310317232,40.19440960373439]}"
+18728+63479,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.845025770245696,40.148240028956494]}"
+18731+63660,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.84692315003109,40.26271527600855]}"
+18731+63677,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.84692315003109,40.273467094792444]}"
+18732+63659,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.847555609959555,40.26208281608009]}"
+18732+63662,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.847555609959555,40.26398019586548]}"
+18735+63662,2,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.849136759780714,40.26398019586548]}"
+18741+63659,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.853247749315734,40.26208281608009]}"
+18745+63665,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.855777589029591,40.265877575650876]}"
+18754+63724,2,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.86146972838577,40.30287648146604]}"
+18757+63725,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.863367108171165,40.30382517135874]}"
+18760+63436,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.865264487956557,40.121044252032526]}"
+18761+63435,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.865896947885021,40.12041179210406]}"
+18769+63517,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.870956627312736,40.17227350623814]}"
+18788+63261,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.88297336595356,40.01036376455125]}"
+18789+63537,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.883605825882025,40.18492270480743]}"
+18792+63262,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.885503205667419,40.01099622447972]}"
+18796+63686,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.888033045381276,40.27915923414863]}"
+18800+63265,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.890562885095134,40.01289360426511]}"
+18801+63264,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.891195345023599,40.01226114433665]}"
+18821+63324,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.903844543592886,40.05020874004451]}"
+18822+63294,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.90447700352135,40.03123494219058]}"
+18826+63342,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.907006843235209,40.06159301875687]}"
+18827+63290,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.907639303163673,40.02870510247672]}"
+18827+63345,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.907639303163673,40.063490398542264]}"
+18828+63342,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.908271763092138,40.06159301875687]}"
+18900+63328,2,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.953808877941574,40.052422349794135]}"
+18901+63322,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.954441337870039,40.04894382018758]}"
+18901+63329,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.954441337870039,40.05337103968683]}"
+18903+63324,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.955706257726968,40.05020874004451]}"
+18908+63335,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.958868557369291,40.05716579925762]}"
+18908+63339,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.958868557369291,40.059695638971476]}"
+18910+63343,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.960133477226218,40.062225478685335]}"
+18914+63336,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.962663316940077,40.057798259186086]}"
+18915+63334,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.963295776868542,40.05653333932916]}"
+18915+63390,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.963295776868542,40.09195109532316]}"
+18920+63467,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.966458076510863,40.14065050981492]}"
+18922+63468,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.967722996367792,40.141282969743386]}"
+18925+63467,3,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.969620376153186,40.14001804988646]}"
+18933+66407,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.974680055580901,42.00008269950028]}"
+18934+66406,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.975312515509366,41.99945023957182]}"
+18936+66404,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.976577435366293,41.99818531971489]}"
+18937+66403,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.977209895294758,41.997552859786424]}"
+18939+66402,2,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.978158585187455,41.99692039985796]}"
+18941+66401,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.979739735008616,41.9962879399295]}"
+18947+63377,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.983534494579402,40.083729116253124]}"
+18948+66401,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.984166954507867,41.9962879399295]}"
+18949+63376,3,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.984588594460178,40.08267501637235]}"
+18951+66401,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.98606433429326,41.9962879399295]}"
+18955+66400,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.988594174007117,41.995655480001034]}"
+18959+63300,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.991124013720976,40.03502970176137]}"
+18959+63386,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.991124013720976,40.0894212556093]}"
+18960+63376,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.99175647364944,40.083096656324656]}"
+18961+63297,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.992388933577905,40.03313232197597]}"
+18961+63378,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.992388933577905,40.084361576181585]}"
+18962+63376,2,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.993021393506368,40.08278042636043]}"
+18963+63380,2,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.9933376234706,40.085626496038515]}"
+18970+63278,1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.998081072934083,40.021115583335146]}"
